emp_no,first_name,last_name,title,from_date,to_date
100017,Saeko,Radwan,Staff,1991-06-23,1995-09-10
100019,Berry,Dulay,Senior Staff,1996-04-23,9999-01-01
100023,Boutros,Emiris,Assistant Engineer,1988-07-13,1992-08-04
100024,Godehard,Pelz,Senior Staff,1993-03-27,9999-01-01
100026,Lalit,Demos,Engineer,1998-06-16,2000-10-17
100031,Wuxu,Hasenauer,Senior Staff,2000-04-06,2001-06-24
100032,Jaewoo,Papsdorf,Senior Staff,1997-01-19,9999-01-01
100036,Gudjon,Madeira,Staff,1998-12-15,9999-01-01
100037,Tadahiro,Smeets,Engineer,1996-08-05,9999-01-01
100039,Junsik,Zlotek,Staff,1994-12-02,9999-01-01
100046,Jayson,Jumpertz,Senior Engineer,1991-06-14,9999-01-01
100052,Branimir,Miake,Staff,1989-03-08,1991-09-09
100058,Jaewoo,Farrow,Engineer,1998-01-21,9999-01-01
100064,Shaw,Perri,Senior Engineer,1999-03-20,9999-01-01
100072,Fan,Zeleznik,Engineer,1997-06-17,9999-01-01
100074,Yechiam,Velardi,Senior Engineer,1994-07-15,9999-01-01
100075,Atreyi,Swift,Senior Staff,1996-07-25,2000-07-31
100076,Shakhar,Azadmanesh,Senior Engineer,2001-04-07,9999-01-01
100077,Chinya,Ebeling,Senior Staff,1994-10-25,9999-01-01
100079,Sushant,Brodal,Technique Leader,1994-09-17,9999-01-01
100080,Rafael,Bonifati,Senior Engineer,1995-04-29,1999-07-16
100084,Patricio,Merks,Senior Engineer,1997-05-28,9999-01-01
100090,Lein,Suwa,Senior Staff,1999-11-15,9999-01-01
100092,Eckart,Cannane,Senior Engineer,1992-01-28,9999-01-01
100101,Shakhar,Egerstedt,Senior Engineer,1995-05-11,9999-01-01
100105,Tuval,Underwood,Engineer,1993-12-16,9999-01-01
100108,Kwangho,Underwood,Staff,1988-09-26,1995-07-30
100110,Martial,Seuren,Senior Engineer,2002-05-02,9999-01-01
100112,Akemi,Naumovich,Engineer,1999-06-30,9999-01-01
100117,Fumitaka,Beerel,Senior Staff,1987-10-25,9999-01-01
100120,Falguni,Pocchiola,Senior Staff,1998-03-06,9999-01-01
100125,Kristinn,Benveniste,Senior Staff,1996-02-13,9999-01-01
100132,Marjo,Heydon,Senior Engineer,2001-07-12,9999-01-01
100137,Seongbae,Bail,Senior Engineer,1992-03-16,9999-01-01
100138,Changho,Prenel,Engineer,1997-06-16,9999-01-01
100139,Palash,Irland,Senior Staff,2001-03-13,9999-01-01
100142,Terresa,Isard,Senior Staff,1988-12-10,9999-01-01
100146,Nalini,Woycyznski,Technique Leader,1997-07-30,9999-01-01
100155,Alain,Christianini,Senior Staff,1990-08-05,9999-01-01
100157,Bingning,Kranzdorf,Assistant Engineer,1991-06-30,1993-05-08
100158,Ayakannu,Falby,Senior Staff,1988-08-21,9999-01-01
100159,Sakthirel,Boudaillier,Senior Engineer,1992-11-27,9999-01-01
100166,Shichao,Peek,Senior Staff,1990-10-26,9999-01-01
100169,Ingmar,Angot,Technique Leader,1987-01-13,9999-01-01
100170,Alagu,Fiutem,Staff,1998-11-04,9999-01-01
100172,Selwyn,Kranzdorf,Senior Staff,1999-01-16,9999-01-01
100173,Ewing,Vidal,Senior Engineer,1998-04-11,9999-01-01
100175,Willard,Maginnis,Senior Engineer,1988-01-17,9999-01-01
100178,Haldun,Broomell,Senior Staff,1997-03-23,9999-01-01
100183,Florina,Rosiles,Staff,1995-09-08,9999-01-01
100186,Nathalie,Karunanithi,Engineer,1994-08-30,9999-01-01
100189,Lalit,Rousseau,Engineer,1997-09-10,9999-01-01
100190,Lenore,Thebaut,Technique Leader,1986-09-09,9999-01-01
100192,Mohan,Thummel,Senior Engineer,2002-02-21,9999-01-01
100195,Pasqua,Rusmann,Staff,2000-01-27,9999-01-01
100200,Charmane,Kuhnemann,Engineer,1999-03-10,9999-01-01
100202,Geoffry,Etalle,Engineer,1997-08-25,1998-10-29
100205,Nahid,Gustavson,Technique Leader,1996-08-14,9999-01-01
100206,Arumugam,Wrigley,Senior Engineer,1985-03-29,9999-01-01
100215,Suzette,Birnbaum,Senior Engineer,2000-02-20,9999-01-01
100224,Premsyl,Zhiwei,Technique Leader,1994-04-06,9999-01-01
100230,Honesty,Egerstedt,Senior Staff,1998-12-10,9999-01-01
100232,Sven,Lodder,Senior Staff,2000-01-30,9999-01-01
100246,Berna,Jording,Staff,1988-12-28,1992-10-09
100252,Radoslaw,Viele,Senior Staff,1996-09-16,9999-01-01
100257,Mahmut,Poulakidas,Engineer,1994-08-28,9999-01-01
100258,Shalesh,Heping,Senior Staff,2001-03-21,9999-01-01
100259,Jiang,Laurillard,Senior Staff,1996-02-03,9999-01-01
100264,Jaroslava,Hegner,Senior Engineer,1989-11-09,9999-01-01
100270,Krassimir,Capobianchi,Senior Staff,2000-07-10,9999-01-01
100271,Arto,Krider,Engineer,1999-02-22,9999-01-01
100274,Fei,Miyakawa,Senior Staff,1992-10-06,9999-01-01
100279,Mingdong,Gustavson,Staff,1998-03-03,9999-01-01
100281,Duke,Rodier,Staff,1999-02-07,2000-06-15
100292,Takanari,Zambonelli,Senior Staff,1994-10-10,9999-01-01
100295,Huican,Schmiedel,Senior Staff,1993-01-23,9999-01-01
100297,Jamaludin,Paludetto,Staff,1995-03-18,9999-01-01
100300,Paraskevi,Lieblein,Senior Engineer,1992-04-11,9999-01-01
100301,Tonny,Schnelling,Senior Staff,1997-10-22,1999-08-16
100303,Huei,Pargaonkar,Senior Engineer,1993-12-27,9999-01-01
100305,Christfried,Heyers,Senior Engineer,1998-01-02,9999-01-01
100315,Sachar,Compeau,Staff,1993-11-27,1997-03-29
100317,Xiaopeng,Lorys,Senior Staff,1994-12-11,9999-01-01
100319,Frazer,Billingsley,Senior Engineer,1988-07-10,9999-01-01
100321,Guoxiang,Coombs,Senior Engineer,2001-05-23,9999-01-01
100324,Shaw,Pagter,Engineer,1998-09-19,9999-01-01
100329,Gro,Veevers,Assistant Engineer,1999-11-29,9999-01-01
100331,Leon,Tiemann,Senior Staff,1993-08-10,2000-10-01
100332,Tooru,Schonegge,Senior Engineer,1990-02-21,9999-01-01
100333,Kyoichi,Radivojevic,Assistant Engineer,1996-11-27,9999-01-01
100334,Tonny,Kaiserswerth,Technique Leader,1989-05-20,9999-01-01
100347,Otmar,Gajiwala,Senior Staff,1986-12-18,1988-03-22
100349,Gianluca,Jarecki,Senior Engineer,1993-06-18,9999-01-01
100352,Moss,Poupard,Senior Engineer,1996-08-11,9999-01-01
100355,Mohd,Mersereau,Engineer,1993-07-08,1999-12-24
100358,Lucian,Falby,Senior Engineer,2001-04-17,9999-01-01
100360,Baoqiu,Eppinger,Engineer,1996-08-16,9999-01-01
100364,Douadi,Luit,Assistant Engineer,2000-02-01,2001-06-06
100371,Yonghong,Schwaller,Engineer,1995-12-23,9999-01-01
100372,Aruna,Steenbeek,Senior Staff,1997-12-07,9999-01-01
100386,Lubomir,Dulay,Engineer,1995-11-29,9999-01-01
100390,Mingzeng,Fiutem,Senior Engineer,2002-01-14,9999-01-01
100393,Yuuichi,Eastman,Senior Staff,1999-08-16,9999-01-01
100395,Sadun,Kavraki,Staff,1988-12-06,1990-05-25
100401,Sajjan,Theuretzbacher,Senior Engineer,1997-02-04,9999-01-01
100402,Arra,Detkin,Engineer,1991-01-07,1994-12-12
100403,Chikara,Stavenow,Senior Engineer,1987-05-06,9999-01-01
100406,Yoshinari,Coors,Senior Staff,1990-10-11,9999-01-01
100408,Kaijung,Anick,Staff,1996-07-01,9999-01-01
100410,Stein,Genther,Senior Staff,1996-07-30,9999-01-01
100411,Navid,Cannane,Senior Engineer,1999-07-13,9999-01-01
100416,Chinya,Neimat,Senior Engineer,1995-08-16,9999-01-01
100417,Miyeon,Lueh,Technique Leader,1995-04-12,1995-05-21
100418,Kiam,Vernadat,Senior Engineer,1996-10-01,9999-01-01
100425,Vishv,Vickson,Senior Staff,1998-09-05,9999-01-01
100428,Fayez,Einsfeld,Senior Engineer,1994-12-07,9999-01-01
100429,Jayesh,Brender,Senior Engineer,1991-01-01,9999-01-01
100436,Subhankar,Gini,Senior Staff,1993-06-24,9999-01-01
100442,Cullen,Kleiser,Staff,1997-12-17,2000-03-10
100449,Giap,Hofman,Technique Leader,1989-03-03,9999-01-01
100458,Keiichiro,Rosch,Staff,1997-09-13,1998-09-26
100460,Seshu,Nitsch,Senior Engineer,1998-02-27,9999-01-01
100464,Leandro,Besselaar,Senior Engineer,2001-12-04,9999-01-01
100465,Takahira,Potthoff,Senior Engineer,1994-07-17,1997-07-26
100475,Aron,Piazza,Senior Staff,1997-02-01,9999-01-01
100478,Amstein,Herath,Assistant Engineer,1998-10-21,9999-01-01
100480,Basil,Weedon,Technique Leader,1992-01-11,9999-01-01
100486,Radhakrishnan,Maksimenko,Senior Staff,1997-10-09,9999-01-01
100488,Kayoko,Luce,Senior Staff,2001-06-07,9999-01-01
100492,Vincent,Tibblin,Senior Staff,1999-11-03,9999-01-01
100500,Tetsurou,Sichman,Senior Engineer,1996-10-14,9999-01-01
100508,Masami,Begiun,Senior Staff,2000-01-15,9999-01-01
100513,Kenroku,Walston,Senior Staff,1988-10-18,1996-10-07
100516,Seongbae,Staudhammer,Senior Engineer,1995-09-22,9999-01-01
100517,Temple,Botman,Engineer,1994-09-07,2001-02-23
100524,Shugo,Gajiwala,Senior Engineer,1999-04-11,9999-01-01
100538,Spyrose,Akaboshi,Staff,1996-05-18,1998-06-05
100539,Yifei,Pintelas,Senior Engineer,1996-03-23,9999-01-01
100555,Lucien,Gecsel,Senior Staff,1995-08-14,9999-01-01
100556,Sachem,Kaiserswerth,Senior Staff,1990-10-19,9999-01-01
100557,Miomir,Larfeldt,Staff,1998-06-30,1998-12-16
100565,Giri,Dusink,Senior Staff,2002-06-26,9999-01-01
100568,Aral,Huhdanpaa,Senior Staff,1988-07-12,9999-01-01
100570,Xiong,Spataro,Technique Leader,1990-10-09,9999-01-01
100572,Gianluca,Botman,Engineer,2001-06-24,9999-01-01
100575,Heeju,Bellone,Engineer,1998-03-29,9999-01-01
100583,Goetz,Schnelling,Senior Engineer,1996-12-19,9999-01-01
100585,Ekawit,Diderrich,Senior Staff,1998-07-11,9999-01-01
100593,Sasan,Sethi,Engineer,1996-02-28,9999-01-01
100600,Gudjon,Merel,Senior Engineer,1998-03-06,9999-01-01
100606,Shigeichiro,Oskamp,Senior Engineer,1995-07-19,1999-07-12
100607,Irene,Yetto,Senior Engineer,1993-05-21,2001-11-21
100618,Karlis,Itschner,Senior Staff,1997-09-02,9999-01-01
100621,Olivera,Joslin,Engineer,1994-09-05,9999-01-01
100623,Guenter,Hoogerwoord,Engineer,1994-08-26,9999-01-01
100633,Adit,Rusterholz,Senior Staff,2002-01-18,9999-01-01
100634,Halsur,Yurek,Senior Engineer,1994-04-28,9999-01-01
100640,Yuriy,Kamble,Senior Engineer,1993-08-16,9999-01-01
100647,Tomofumi,Shackell,Staff,1996-07-19,1997-11-11
100648,Fumiko,Petersohn,Staff,1998-06-27,9999-01-01
100657,Luisa,Hutton,Senior Staff,2001-11-13,9999-01-01
100659,Chikara,Ozeri,Senior Engineer,1997-01-25,9999-01-01
100660,Uriel,Polupanov,Senior Engineer,1998-10-26,9999-01-01
100673,Giri,Jiang,Senior Staff,1993-12-31,9999-01-01
100674,Mariangiola,Lovengreen,Technique Leader,1988-12-17,9999-01-01
100678,Premal,Terkki,Senior Engineer,1998-09-06,9999-01-01
100682,Ingemar,Pepe,Engineer,1999-11-13,2000-04-05
100686,True,Beausoleil,Senior Staff,1994-06-14,9999-01-01
100696,Houman,Pileggi,Senior Staff,1994-08-31,9999-01-01
100698,Gino,Atrawala,Senior Staff,1995-11-06,9999-01-01
100703,Anestis,Kavanagh,Senior Engineer,1997-08-20,9999-01-01
100705,Radhika,McFarlan,Engineer,1988-07-25,1993-12-24
100708,Yaghout,Pauthner,Engineer,1997-01-01,9999-01-01
100719,Martial,Senzako,Engineer,1999-02-01,9999-01-01
100725,Zvonko,Maliniak,Senior Staff,2001-09-26,9999-01-01
100730,Nirmal,Bouloucos,Senior Staff,1997-01-23,9999-01-01
100739,Froduald,DiGiano,Senior Staff,1996-08-07,9999-01-01
100746,Heather,Rehfuss,Senior Staff,1996-07-07,9999-01-01
100771,Fusako,Schmittgen,Senior Staff,1996-04-07,9999-01-01
100778,Malu,Perly,Senior Engineer,1999-06-11,2001-09-08
100787,Ewing,Sury,Staff,1999-07-02,9999-01-01
100790,Nigel,Serna,Staff,1997-01-12,9999-01-01
100794,Elliott,Bouloucos,Senior Staff,1993-01-08,9999-01-01
100795,Takushi,Kaltofen,Senior Engineer,1998-03-06,9999-01-01
100798,Domenick,Gecsei,Senior Engineer,1996-07-27,9999-01-01
100800,Denny,Zhiwei,Senior Staff,1995-07-14,9999-01-01
100808,Sastry,Hasham,Staff,1996-05-08,9999-01-01
100814,Eben,Shobatake,Engineer,1993-10-08,1998-01-20
100821,Georg,Zucker,Senior Staff,2000-06-13,9999-01-01
100822,Piyush,Swift,Staff,1997-09-04,9999-01-01
100825,Abdelkader,Demke,Engineer,1999-01-25,9999-01-01
100838,Kristin,Serre,Technique Leader,1995-03-20,9999-01-01
100840,Ranan,Rosar,Senior Staff,2001-08-06,9999-01-01
100845,Bezalel,Angelov,Assistant Engineer,1985-03-12,1986-04-09
100853,Aris,Coombs,Senior Engineer,1995-03-02,9999-01-01
100854,Serge,Kaiserswerth,Senior Engineer,1996-06-19,9999-01-01
100861,Poornachandra,Leuchs,Senior Engineer,1993-09-28,9999-01-01
100869,Kazuhiro,Attimonelli,Senior Staff,1998-06-04,9999-01-01
100872,Petter,Hebert,Senior Staff,1999-12-06,2001-04-11
100884,Adamantios,Rousseau,Senior Staff,2000-12-14,9999-01-01
100889,Mariusz,Spelt,Senior Staff,1996-01-25,9999-01-01
100897,Oksana,Clemencon,Senior Engineer,1994-08-24,1998-10-22
100900,Saniya,Vandervoorde,Senior Staff,1994-06-27,9999-01-01
100914,Erzsebet,Shackell,Senior Engineer,1994-10-14,9999-01-01
100920,Henk,Byoun,Senior Engineer,1997-01-28,9999-01-01
100924,Moni,Sewelson,Staff,1994-12-11,9999-01-01
100927,Troy,Lovengreen,Assistant Engineer,1999-10-03,9999-01-01
100929,Gina,Lindqvist,Senior Staff,1998-07-20,9999-01-01
100941,Chuanti,Alpay,Senior Staff,1994-10-30,9999-01-01
100943,Tuval,Merkl,Engineer,2000-01-09,9999-01-01
100946,Zengping,Lundstrom,Staff,1997-09-08,9999-01-01
100951,Masasuke,Lenart,Engineer,1994-03-25,1998-10-22
100960,Saniya,Candan,Senior Engineer,1995-11-09,9999-01-01
100964,Arra,Mamelak,Senior Engineer,1997-12-24,9999-01-01
100966,Sham,Range,Staff,1999-12-09,9999-01-01
100969,Falguni,Eugenio,Staff,1985-07-24,1990-03-08
100973,Jordanka,Sudkamp,Engineer,1996-01-23,9999-01-01
100974,Adas,Ebeling,Engineer,1994-10-25,9999-01-01
100975,Kamran,Bhattacharjee,Senior Engineer,1994-10-30,9999-01-01
100981,Koldo,Alblas,Senior Engineer,2002-02-27,9999-01-01
100988,Dung,Malinowski,Staff,1995-03-14,9999-01-01
100989,Shir,Motley,Senior Staff,2001-11-02,9999-01-01
100990,Renee,Zhiwei,Engineer,2002-06-28,9999-01-01
100998,Breannda,Portugali,Senior Staff,1994-07-27,9999-01-01
101002,Fei,Billawala,Senior Staff,1999-11-17,9999-01-01
101003,Pranas,Kusakabe,Engineer,1996-02-11,9999-01-01
101005,Niranjan,Erni,Senior Engineer,1995-03-30,9999-01-01
101026,Zorica,Kalloufi,Engineer,1992-12-09,1995-08-17
101039,Chaosheng,Dengi,Senior Engineer,1999-10-08,9999-01-01
101041,Persi,Prochazka,Senior Staff,1991-03-21,9999-01-01
101044,Vidya,Asser,Senior Staff,1995-05-08,2000-08-05
101046,Yuping,Dymetman,Engineer,1994-02-28,1997-07-11
101052,Byong,Qiwen,Staff,1999-06-18,9999-01-01
101054,Rosella,Quaggetto,Senior Staff,1999-05-26,9999-01-01
101065,Berhard,Haumacher,Senior Engineer,1991-10-08,1992-11-24
101066,Sampalli,Senzako,Senior Staff,1999-06-28,9999-01-01
101071,Perla,Leivant,Senior Staff,1992-06-14,9999-01-01
101073,Yongdong,Iwayama,Senior Engineer,1992-07-06,9999-01-01
101076,Manu,Gammage,Staff,1997-08-23,9999-01-01
101083,Francesca,Anily,Staff,1994-01-04,9999-01-01
101086,Fumino,Breugel,Assistant Engineer,1996-09-28,9999-01-01
101091,Felicidad,Garnier,Technique Leader,1994-10-04,2000-04-30
101095,Masanao,Gonthier,Technique Leader,1990-06-12,9999-01-01
101098,Maya,Norsworthy,Senior Staff,1993-06-27,9999-01-01
101106,Oldrich,Narahari,Senior Staff,1997-04-06,2000-08-28
101110,Mahmut,Strooper,Technique Leader,1988-08-28,9999-01-01
101117,Visit,Kriebel,Senior Staff,1993-12-13,9999-01-01
101122,Nahla,Swick,Senior Staff,1991-03-11,9999-01-01
101123,Henk,Wossner,Senior Staff,1985-05-26,9999-01-01
101124,Sergi,Penn,Senior Staff,1994-01-20,1996-02-02
101133,Val,Heuter,Senior Staff,1999-08-06,1999-09-16
101142,Sedat,Gini,Senior Engineer,1995-02-15,9999-01-01
101143,Chaoyi,Fritzsche,Senior Staff,2001-08-27,2001-12-09
101153,Manohar,Gill,Senior Staff,1994-07-24,9999-01-01
101154,Tommaso,Vanwelkenhuysen,Senior Engineer,1997-08-21,9999-01-01
101155,Pranas,Greenaway,Senior Engineer,1991-11-09,9999-01-01
101167,Ingmar,Pena,Senior Engineer,1993-02-02,9999-01-01
101168,Charlene,Glinert,Engineer,1996-01-21,9999-01-01
101172,Nevio,Schoegge,Senior Staff,1995-03-20,9999-01-01
101177,Shir,Linares,Staff,1996-09-24,9999-01-01
101178,Charmane,Akazan,Senior Engineer,1997-04-30,9999-01-01
101180,Subhada,Przulj,Senior Staff,1985-02-22,9999-01-01
101182,Lenore,Demeyer,Engineer,1996-12-30,9999-01-01
101190,Kellyn,Tsunoo,Assistant Engineer,1990-02-19,1995-08-24
101191,Mototsugu,Flasterstein,Engineer,1998-03-25,9999-01-01
101192,Shugo,Poujol,Senior Staff,1987-01-11,9999-01-01
101198,Odinaldo,Simmel,Senior Engineer,1991-06-14,9999-01-01
101199,Padma,Siepmann,Senior Engineer,1995-08-31,9999-01-01
101204,Nikolaus,Schmiedel,Staff,1994-12-30,9999-01-01
101206,Nishit,Vitiello,Senior Staff,2001-01-22,9999-01-01
101209,Xiaoheng,Backhouse,Staff,1985-10-29,1988-03-06
101210,Hidde,Takanami,Senior Engineer,1995-02-22,9999-01-01
101218,Basil,Huhdanpaa,Technique Leader,1997-07-14,9999-01-01
101221,Phule,Saoudi,Technique Leader,1986-06-19,9999-01-01
101224,Brewster,Vigier,Engineer,1999-01-24,9999-01-01
101231,Rimli,Ecklund,Senior Staff,2001-09-11,9999-01-01
101239,Toshimori,Khalil,Senior Staff,1985-08-18,9999-01-01
101240,Oldrich,Perin,Senior Staff,1992-01-18,9999-01-01
101246,Saddek,Sommer,Senior Staff,2001-01-26,9999-01-01
101248,Jinya,Garnier,Staff,1999-08-31,9999-01-01
101252,Constantino,Speer,Senior Staff,1993-11-30,9999-01-01
101254,Franziska,Reinhard,Senior Engineer,1993-09-11,2001-07-29
101258,Patricia,Lortz,Senior Engineer,1987-10-02,9999-01-01
101265,Emran,Pluym,Staff,1996-06-06,1998-03-24
101274,Shem,Lovengreen,Engineer,1998-04-14,1999-10-20
101276,Shirish,Leonhardt,Senior Engineer,1993-10-17,9999-01-01
101286,Gila,Bernardinello,Engineer,1994-12-02,9999-01-01
101288,Bader,Chorvat,Senior Engineer,1995-05-13,9999-01-01
101289,Bedir,Peroz,Engineer,1994-01-26,1998-09-16
101291,Kellie,Mapelli,Senior Engineer,1995-02-21,9999-01-01
101295,Guther,Verspoor,Staff,1994-08-07,9999-01-01
101298,Mabhin,Conia,Staff,1998-10-10,9999-01-01
101300,Juyoung,Schnabel,Engineer,1999-02-20,9999-01-01
101303,Mitchel,Slaats,Staff,1997-01-11,9999-01-01
101308,Richara,Conia,Staff,1997-06-23,9999-01-01
101309,Yucel,Ghazalie,Staff,1995-06-14,9999-01-01
101312,Kamakshi,Auria,Senior Engineer,1998-02-14,9999-01-01
101313,Manton,Garnham,Staff,1997-03-23,9999-01-01
101321,Arvind,Beetstra,Senior Engineer,1993-12-04,9999-01-01
101322,Goetz,Boreale,Engineer,1997-05-06,9999-01-01
101323,Kinh,Wuwongse,Senior Engineer,1999-01-27,9999-01-01
101327,Kristine,Lieblein,Senior Staff,2000-12-23,9999-01-01
101331,Tsz,Hagimont,Senior Engineer,1994-03-01,9999-01-01
101336,Hideyuki,Busillo,Senior Staff,2001-07-30,9999-01-01
101337,Xiaoqiang,Taubman,Technique Leader,1996-11-23,2000-01-19
101338,Nobuyoshi,Legleitner,Senior Engineer,2001-09-24,9999-01-01
101341,Munehiro,Kieras,Senior Staff,1998-09-27,9999-01-01
101346,Dinkar,Perfilyeva,Senior Engineer,1995-12-09,9999-01-01
101352,Anneli,Masaki,Engineer,1995-08-31,1997-08-06
101357,Baocai,Clemencon,Senior Staff,1991-01-15,9999-01-01
101364,Turgut,Poehlman,Senior Engineer,1999-08-21,9999-01-01
101365,Fumitake,Solovay,Staff,1999-11-16,9999-01-01
101370,Candida,Dymetman,Engineer,1994-10-26,9999-01-01
101371,Mayuko,Wossner,Staff,1998-10-24,9999-01-01
101372,Minghong,Pietrzykowski,Senior Staff,1999-05-21,9999-01-01
101373,Neven,Driscoll,Senior Staff,1997-03-20,9999-01-01
101377,Jacqueline,Decaestecker,Senior Engineer,1996-02-02,9999-01-01
101378,Reinhold,Monkewich,Staff,1990-10-03,1994-07-04
101379,Ult,Lienhardt,Senior Staff,1985-10-14,1985-12-10
101380,Cullen,Ghazalie,Engineer,1998-02-05,9999-01-01
101381,Munehiko,Menhoudj,Staff,1999-03-01,9999-01-01
101389,Lansing,McFarlan,Senior Engineer,1992-04-03,9999-01-01
101396,Guther,Pellegrinelli,Senior Staff,1994-08-23,9999-01-01
101405,Takahito,Fasbender,Senior Engineer,1996-12-11,9999-01-01
101408,Toong,Melton,Engineer,1994-05-25,1999-03-08
101414,Xiaoheng,DasSarma,Senior Staff,1987-05-08,9999-01-01
101423,Hatem,Bolotov,Staff,1999-12-10,2000-08-20
101425,Lalit,Speel,Senior Engineer,1992-07-25,9999-01-01
101427,Mechthild,Lanzelotte,Senior Engineer,2000-08-19,9999-01-01
101428,Tiina,Muhling,Senior Engineer,1993-05-19,9999-01-01
101430,Junsik,Cincotta,Engineer,2000-01-04,9999-01-01
101440,Aimee,McAffer,Senior Staff,1995-12-01,9999-01-01
101442,Zhenhua,Thiria,Staff,1990-09-18,1994-07-29
101443,Ramzi,Vesel,Technique Leader,1997-02-07,9999-01-01
101445,Remzi,Dehkordi,Senior Staff,1998-05-02,9999-01-01
101455,Yoshimitsu,Hanabata,Senior Engineer,1996-06-15,9999-01-01
101461,Satosi,Bednarek,Senior Engineer,1999-03-25,9999-01-01
101467,Dulce,Lammel,Engineer,2001-07-16,9999-01-01
101470,Toshiki,Champarnaud,Senior Engineer,1991-12-30,9999-01-01
101477,Kenroku,Piazza,Senior Staff,1993-11-02,9999-01-01
101479,Hatsukazu,Halloran,Senior Engineer,1998-12-27,2002-04-30
101490,Lein,Morrin,Senior Staff,1992-07-06,9999-01-01
101494,Lene,Kusakari,Senior Staff,1991-08-31,1999-08-01
101496,Akeno,Anguita,Engineer,1999-12-21,9999-01-01
101505,Dietrich,Gornas,Senior Staff,1994-10-17,9999-01-01
101515,Nahid,Magalhaes,Senior Staff,1994-04-02,9999-01-01
101519,Marek,Macedo,Senior Engineer,1991-05-06,9999-01-01
101521,Debatosh,Soloway,Senior Engineer,1994-04-08,9999-01-01
101523,Vishv,Quadeer,Technique Leader,1991-03-10,9999-01-01
101524,Abdulah,Iisaku,Senior Engineer,1994-06-24,2000-03-17
101525,Manibrata,Chaudhuri,Senior Staff,1996-06-14,9999-01-01
101530,Sushant,Debuse,Technique Leader,1998-12-21,9999-01-01
101535,Gudjon,Hegner,Staff,1995-05-08,9999-01-01
101542,Kauko,Nollmann,Staff,1999-10-31,9999-01-01
101543,Vasiliy,Businaro,Senior Staff,1995-02-22,9999-01-01
101555,Lihong,Erez,Senior Staff,1997-07-03,2002-05-25
101559,Rasiah,Kisuki,Senior Engineer,1993-08-11,9999-01-01
101561,Arch,Hebden,Senior Staff,1994-02-13,9999-01-01
101562,Eben,Akaboshi,Staff,1999-12-12,9999-01-01
101580,Lein,Bernardinello,Senior Staff,2000-01-04,9999-01-01
101587,Hironobu,Puppo,Senior Staff,1996-02-27,9999-01-01
101588,Manu,Weedon,Senior Engineer,1992-03-23,9999-01-01
101592,Kwan,Kalloufi,Senior Staff,2002-01-31,9999-01-01
101607,Tzvetan,Benveniste,Engineer,1995-09-26,9999-01-01
101610,Olivera,Poulakidas,Technique Leader,1999-05-19,2000-09-20
101612,Elvia,Herber,Staff,1996-09-21,9999-01-01
101617,Serge,Maquelin,Senior Staff,1995-06-20,9999-01-01
101618,Chiranjit,Bhattacharjee,Senior Engineer,2001-04-20,9999-01-01
101621,Flemming,Improta,Senior Staff,1993-08-21,9999-01-01
101623,Lena,Frezza,Senior Engineer,1994-07-26,9999-01-01
101626,Moheb,Vrecion,Senior Staff,1994-11-28,9999-01-01
101628,Sudharsan,Bardell,Senior Staff,1993-12-13,1998-05-06
101648,Nechama,Scallan,Technique Leader,1989-11-30,9999-01-01
101651,Trygve,Templeman,Senior Engineer,1996-02-17,9999-01-01
101654,Ottavia,Yetto,Staff,1998-07-07,1998-10-13
101656,Yaghout,Kornyak,Senior Staff,1991-11-15,9999-01-01
101662,Murthy,Fordan,Senior Staff,1996-05-06,9999-01-01
101677,Abdelkader,Rahimi,Staff,1999-05-11,9999-01-01
101678,Sashi,Debuse,Staff,1986-05-21,1989-11-08
101681,Goh,Fasbender,Senior Engineer,1994-03-06,9999-01-01
101687,Jayson,Milicic,Staff,1997-12-19,9999-01-01
101688,Bilhanan,Worfolk,Engineer,1998-04-16,9999-01-01
101690,Dante,Lally,Senior Staff,1995-03-26,9999-01-01
101696,Cathie,Decaestecker,Senior Staff,1997-08-27,9999-01-01
101700,Susanne,Swab,Engineer,1995-03-20,1997-03-23
101709,Zine,Leslie,Senior Staff,1998-05-06,2001-09-27
101712,Irene,Badr,Staff,1994-07-12,9999-01-01
101713,Weiye,Erev,Senior Staff,1998-07-16,9999-01-01
101717,Arie,Yetim,Engineer,1994-10-01,2001-07-15
101721,Hidefumi,Cooke,Senior Engineer,1990-08-10,9999-01-01
101729,Toong,Herbst,Senior Staff,1997-05-03,9999-01-01
